train_start,train_end,validation_start,validation_end,test_start,test_end,objective,xi,test_obs,test_ann_return,xi_ann_return,active_ann_return,test_ann_vol,xi_ann_vol,test_downside,xi_downside,test_cvar_loss,xi_cvar_loss,test_maxdd_loss,xi_maxdd_loss,test_upside_capture,test_downside_capture,test_downside_preservation,test_xcdr_v3,test_xcdr_v3_capture_pass,test_xodr_v1,test_xodr_v1_pass,test_xodr_v1_uc_omega,test_xodr_v1_dc_omega,n_assets,max_weight,test_overlay_anchor_kind,universe_raw_count,universe_broad_count,universe_selected_count,universe_selected_avg_opportunity_score,universe_selected_avg_fundamental_confidence,universe_selected_tail_admissible_rate,state_label,state_stress,state_risk_on,state_recovery,state_vol_rank,state_drawdown_126,state_trend_63,state_trend_126,state_crowding,state_dispersion,state_growth_cap,state_alpha_cap,state_total_risk_cap,val_alpha_mass,val_growth_mass,val_alpha_signal_mass,val_feasible,val_capture_pass,val_return_gap_to_xi,val_upside_capture,val_downside_capture,val_xcdr_v3,val_xodr_v1,val_xodr_v1_pass,val_xodr_v1_uc_omega,val_xodr_v1_dc_omega,val_score,val_val_ann_return,val_val_dd,val_val_cvar,val_val_downside,val_val_xi_dd,val_val_xi_cvar,val_val_xi_downside,val_state_penalty,val_benchmark_downside_breach,val_state_label,val_state_stress,val_state_risk_on,val_state_recovery,val_state_vol_rank,val_state_drawdown_126,val_state_trend_63,val_state_trend_126,val_state_crowding,val_state_dispersion,val_state_growth_cap,val_state_alpha_cap,val_state_total_risk_cap,val_pso_best_score,val_pso_particles,val_pso_iterations,val_tail_breach,val_tail_pass,val_tail_uc,val_tail_dc,val_tail_cvar_ratio_xi,val_tail_dd_ratio_xi,val_tail_downside_ratio_xi,val_tail_xodr_pass,val_tail_scale,val_tail_active_ann_return,val_tail_xodr_v1,val_reference_anchor_mass,test_overlay_avg_exposure,test_overlay_min_exposure,test_overlay_trigger_rate,test_overlay_dd_soft,test_overlay_dd_hard,test_overlay_vol_target,test_overlay_min_exposure_budget,test_overlay_rerisk_step,test_overlay_dd_soft_shift,test_overlay_dd_hard_gap,test_overlay_vol_target_shift,test_overlay_path_budget_trigger_rate,val_overlay_avg_exposure,val_overlay_min_exposure,val_overlay_trigger_rate,val_overlay_dd_soft,val_overlay_dd_hard,val_overlay_vol_target,val_overlay_min_exposure_budget,val_overlay_rerisk_step,val_overlay_dd_soft_shift,val_overlay_dd_hard_gap,val_overlay_vol_target_shift,val_overlay_path_budget_trigger_rate,test_overlay_path_dd_max_excess,test_overlay_path_dd_breach_area,test_overlay_path_dd_breach_rate,test_overlay_path_dd_ratio_xi,val_overlay_path_dd_max_excess,val_overlay_path_dd_breach_area,val_overlay_path_dd_breach_rate,val_overlay_path_dd_ratio_xi,val_budget_min_exposure,val_budget_rerisk_step,val_budget_dd_soft_shift,val_budget_dd_hard_gap,val_budget_vol_target_shift,val_budget_overlay_avg_exposure,val_budget_overlay_min_exposure,val_budget_overlay_trigger_rate,val_budget_overlay_dd_soft,val_budget_overlay_dd_hard,val_budget_overlay_vol_target,val_budget_overlay_min_exposure_budget,val_budget_overlay_rerisk_step,val_budget_overlay_dd_soft_shift,val_budget_overlay_dd_hard_gap,val_budget_overlay_vol_target_shift,val_budget_overlay_path_budget_trigger_rate,val_budget_overlay_path_dd_max_excess,val_budget_overlay_path_dd_breach_area,val_budget_overlay_path_dd_breach_rate,val_budget_overlay_path_dd_ratio_xi,val_budget_breach,val_budget_downside_ratio_xi,val_budget_cvar_ratio_xi,val_budget_maxdd_ratio_xi,val_budget_path_dd_max_excess,val_budget_path_dd_breach_area,val_budget_path_dd_breach_rate,val_budget_path_dd_ratio_xi,val_budget_active_ann_return,val_budget_upside_capture,val_budget_downside_capture,val_budget_pass,val_overlay_anchor_kind,val_tail_aware_soft_breach,val_budget_recovery_mode
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,balanced_anchor_xodr_v1_policy,SPY,42,0.1446503755585162,0.3936030640491657,-0.2489526884906494,0.0934683101295265,0.124972403122605,0.0554875489337874,0.0637229517309966,0.0086988831720871,0.0100074061123765,0.0204957834034917,0.0259657844807789,0.5823139655237967,0.722168453928826,False,-1.638849423518301,False,-0.9845595031204396,False,0.5898769200359846,0.5553258236067816,96,0.0297435376511535,capital_book,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,0.7042944366855487,0.2003385113656371,0.0953670519488141,False,False,-0.0033411108831034,0.6806009474690998,0.6167073906394936,-0.1027378390659515,0.010339435638952,False,0.6462175542274282,0.5744530249307345,-0.0085375767326865,0.2007516042212551,0.0586906834451753,0.0150346782836864,0.0821755506680686,0.0753874226739556,0.020529474600559,0.117047936413337,0.0,0.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,-0.0102081321742383,18.0,18.0,,,,,,,,,,,,0.1427689807255371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,capital_preservation_policy,SPY,42,0.1828130302195196,0.3936030640491657,-0.210790033829646,0.1075067884266492,0.124972403122605,0.0640470699184813,0.0637229517309966,0.0101333798475343,0.0100074061123765,0.0230092602549781,0.0259657844807789,0.6775852241491269,0.8163420592769044,True,-1.2053457304313202,False,-0.7251524430396373,False,0.6680338053145982,0.6066320543219257,89,0.0216894145460529,capital_book,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,1.0,0.0,0.0,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,downside_preserving_growth_policy,SPY,42,0.1828130302195196,0.3936030640491657,-0.210790033829646,0.1075067884266492,0.124972403122605,0.0640470699184813,0.0637229517309966,0.0101333798475343,0.0100074061123765,0.0230092602549781,0.0259657844807789,0.6775852241491269,0.8163420592769044,True,-1.2053457304313202,False,-0.7251524430396373,False,0.6680338053145982,0.6066320543219257,89,0.0216894145460529,capital_book,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,1.0,0.0,0.0,True,False,-0.0201455850425968,0.7920548294960159,0.7331632281401486,-0.0143475342738054,0.0392730824556429,False,0.7472695407020336,0.6772365942308546,-0.0143475342738054,0.2175560783807486,0.0689139480704235,0.0174073883288941,0.0960811443463476,0.0753874226739556,0.020529474600559,0.117047936413337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,enhanced_growth_anchor_crash_budget_policy,SPY,42,0.1413233043510878,0.3936030640491657,-0.2522797596980779,0.0920698104492748,0.124972403122605,0.0546931060460853,0.0637229517309966,0.0087330400049074,0.0100074061123765,0.0201479905262613,0.0259657844807789,0.566678453245924,0.7018566109446999,False,-1.6606499066764704,False,-1.001776624783548,False,0.5738327533185288,0.5395093959100029,96,0.0297435376511535,capital_book,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,0.7042944366855487,0.2003385113656371,0.0953670519488141,False,False,-0.0034100176069718,0.6644112246186892,0.5973756915055743,-0.1082140722544746,0.0089554493469962,False,0.6301894855489273,0.5557223206744495,-0.0109823563004127,0.2008205109451236,0.0577135822877589,0.0147386232303089,0.0803304857489408,0.0753874226739556,0.020529474600559,0.117047936413337,0.0,0.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,-0.0132820748297814,18.0,18.0,,,,,,,,,,,,0.1427689807255371,1.0,1.0,0.0,0.0324011018670022,0.0738417629872035,0.1043219833606039,0.25,0.12,0.0,0.0414406611202013,0.0,0.0,0.8363535435969607,0.5418905055471448,0.7222222222222222,0.0324011018670022,0.0738417629872035,0.1043219833606039,0.25,0.12,0.0,0.0414406611202013,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,enhanced_growth_anchor_dd_budget_policy,SPY,42,0.1169151626316202,0.3936030640491657,-0.2766879014175453,0.0854335407874664,0.124972403122605,0.0530448535121041,0.0637229517309966,0.0087330400049074,0.0100074061123765,0.0205974088179539,0.0259657844807789,0.515429335340583,0.6576148109359495,False,-1.8230339940764877,False,-1.1074646533418226,False,0.5097480716604073,0.4893706379287463,96,0.0297435376511535,reference_anchor,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,0.7042944366855487,0.2003385113656371,0.0953670519488141,False,False,-0.0207840434936787,0.5418092699254737,0.4347625151367763,-0.0759097496281172,0.0989818426990911,False,0.5151217338647044,0.4062635685149213,0.0941919145203071,0.2181945368318305,0.0376048275785992,0.0124941458376594,0.0633571687828535,0.0753874226739556,0.020529474600559,0.117047936413337,0.0,0.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,-0.0132820748297814,18.0,18.0,,,,,,,,,,,,0.1427689807255371,0.9045492008985092,0.3751479801943522,0.4523809523809524,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.1428571428571428,0.7805814746238129,0.3864317042387096,0.7698412698412699,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.0079365079365079,0.0073512002330076,0.0004843575530739,0.1428571428571428,0.7932519363090235,0.0010937999981235,8.680952366059592e-06,0.0079365079365079,0.4988209736355923,0.15,0.06,-0.02,0.015,-0.04,0.7805814746238129,0.3864317042387096,0.7698412698412699,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.0079365079365079,0.0010937999981235,8.680952366059592e-06,0.0079365079365079,0.4988209736355923,0.0089240190323092,0.5412924885627715,0.6085954989179594,0.4988209736355923,0.0010937999981235,8.680952366059592e-06,0.0079365079365079,0.4988209736355923,0.0207840434936788,0.5418092699254737,0.4347625151367763,False,reference_anchor,,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,enhanced_growth_anchor_dd_control_policy,SPY,42,0.1413233043510878,0.3936030640491657,-0.2522797596980779,0.0920698104492748,0.124972403122605,0.0546931060460853,0.0637229517309966,0.0087330400049074,0.0100074061123765,0.0201479905262613,0.0259657844807789,0.566678453245924,0.7018566109446999,False,-1.6606499066764704,False,-1.001776624783548,False,0.5738327533185288,0.5395093959100029,96,0.0297435376511535,capital_book,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,0.7042944366855487,0.2003385113656371,0.0953670519488141,False,False,-0.0034100176069718,0.6644112246186892,0.5973756915055743,-0.1082140722544746,0.0089554493469962,False,0.6301894855489273,0.5557223206744495,-0.0109823563004127,0.2008205109451236,0.0577135822877589,0.0147386232303089,0.0803304857489408,0.0753874226739556,0.020529474600559,0.117047936413337,0.0,0.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,-0.0132820748297814,18.0,18.0,,,,,,,,,,,,0.1427689807255371,1.0,1.0,0.0,0.0324011018670022,0.0738417629872035,0.1043219833606039,0.25,0.12,0.0,0.0414406611202013,0.0,0.0,0.8363535435969607,0.5418905055471448,0.7222222222222222,0.0324011018670022,0.0738417629872035,0.1043219833606039,0.25,0.12,0.0,0.0414406611202013,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,enhanced_growth_anchor_xodr_v1_policy,SPY,42,0.1284731637340435,0.3936030640491657,-0.265129900315122,0.0851488301351582,0.124972403122605,0.0506263457036401,0.0637229517309966,0.0083012489545701,0.0100074061123765,0.0181326552229741,0.0259657844807789,0.5315725288893851,0.665150081902945,True,-1.8340008398147591,False,-1.1029750386237422,False,0.5288420601905812,0.4992848282261122,95,0.04223168053283,capital_book,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,1.0,0.0,0.0,False,False,6.22516675857776e-05,0.6379728333311256,0.5692561406541125,-0.1315339963547268,0.0130247244411639,False,0.6034463194462607,0.527655126074134,-0.0133132006635742,0.1973482416705659,0.0529716231374129,0.0139805949756819,0.0762926988534721,0.0753874226739556,0.020529474600559,0.117047936413337,0.0,0.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,-0.0132820748297814,18.0,18.0,,,,,,,,,,,,0.2027120665575841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,enhanced_growth_xodr_v1_policy,SPY,42,0.1828130302195196,0.3936030640491657,-0.210790033829646,0.1075067884266492,0.124972403122605,0.0640470699184813,0.0637229517309966,0.0101333798475343,0.0100074061123765,0.0230092602549781,0.0259657844807789,0.6775852241491269,0.8163420592769044,True,-1.2053457304313202,False,-0.7251524430396373,False,0.6680338053145982,0.6066320543219257,89,0.0216894145460529,capital_book,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,1.0,0.0,0.0,False,False,-0.0201455850425968,0.7920548294960159,0.7331632281401486,-0.0143475342738054,0.0392730824556429,False,0.7472695407020336,0.6772365942308546,0.0464763681221803,0.2175560783807486,0.0689139480704235,0.0174073883288941,0.0960811443463476,0.0753874226739556,0.020529474600559,0.117047936413337,0.0,0.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,0.0364035756008818,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,fundamental_real_upside_anchor_dd_budget_policy,SPY,42,0.1438607003096121,0.3936030640491657,-0.2497423637395535,0.0871695949610403,0.124972403122605,0.0530689485838021,0.0637229517309966,0.0086309785763476,0.0100074061123765,0.0220945895354942,0.0259657844807789,0.5201309796070439,0.6208068804552609,False,-1.6745336927614085,False,-0.99302110274514,False,0.5380977348559807,0.4926184851022978,96,0.0302020606290995,reference_anchor,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,0.7042944366855487,0.2003385113656371,0.0953670519488141,True,False,-0.020674031432726,0.546898665974494,0.4409246452699091,-0.0780038834170967,0.0958166771852608,False,0.5207435509478895,0.4129095567390701,0.0547013064098176,0.2180845247708777,0.038435822875196,0.0126768914232361,0.064840995113085,0.0753874226739556,0.020529474600559,0.117047936413337,0.0443558344971676,0.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,-0.0246144412071504,18.0,18.0,,,,,,,,,,,,0.1427689807255371,0.8772306032231215,0.239569143518292,0.4761904761904761,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.1904761904761904,0.7668703611003475,0.3825731431516661,0.7857142857142857,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.0079365079365079,0.008946245370373,0.0006594913115419,0.1904761904761904,0.8509116892269825,0.0021539018577898,1.709445918880815e-05,0.0079365079365079,0.5098439701396613,0.15,0.06,-0.02,0.015,-0.04,0.7668703611003475,0.3825731431516661,0.7857142857142857,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.0079365079365079,0.0021539018577898,1.709445918880815e-05,0.0079365079365079,0.5098439701396613,0.0175731040460947,0.553969570924813,0.6174971191066627,0.5098439701396613,0.0021539018577898,1.709445918880815e-05,0.0079365079365079,0.5098439701396613,0.020674031432726,0.546898665974494,0.4409246452699091,False,reference_anchor,0.0,
2019-10-16,2022-10-14,2022-10-24,2023-04-25,2023-04-26,2023-06-26,fundamental_upside_convex_anchor_dd_budget_policy,SPY,42,0.0881104410916991,0.3936030640491657,-0.3054926229574665,0.0853040654228574,0.124972403122605,0.0543050316689525,0.0637229517309966,0.0089794245686372,0.0100074061123765,0.0229952985505036,0.0259657844807789,0.4796411603005709,0.6461723231108125,False,-1.95194518147398,False,-1.1800360339039762,False,0.4774962629405117,0.4835070930094947,96,0.0297435376511535,reference_anchor,217.0,217.0,90.0,0.257529315470439,0.0,1.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,0.7042944366855487,0.2003385113656371,0.0953670519488141,True,False,-0.0226718223679386,0.5357949386652212,0.4257889148284761,-0.0693467247954446,0.1030201365720381,False,0.5113938639044324,0.4002450428691324,0.0662666254807417,0.2200823157060904,0.0385218555752653,0.0123004378862584,0.0628061143257805,0.0753874226739556,0.020529474600559,0.117047936413337,0.0443558344971676,0.0,stress,0.9039559253199114,0.0,0.0,0.8301630434782609,0.1920473359437038,-0.2180756661102796,-0.352929085755679,0.5310462953331904,0.215697606770952,0.2003385113656371,0.0953670519488141,0.2957055633144513,-0.0249968808997349,18.0,18.0,,,,,,,,,,,,0.1427689807255371,0.8644966119633578,0.15,0.4523809523809524,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.2619047619047619,0.7816688475751109,0.3901199648180559,0.7857142857142857,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.0079365079365079,0.010277691165169,0.0009709578463298,0.2619047619047619,0.8855999928151695,0.0028384627953197,2.2527482502537412e-05,0.0079365079365079,0.510985177744545,0.15,0.06,-0.02,0.015,-0.04,0.7816688475751109,0.3901199648180559,0.7857142857142857,0.0124011018670022,0.0274011018670022,0.07,0.15,0.06,-0.02,0.015,-0.04,0.0079365079365079,0.0028384627953197,2.2527482502537412e-05,0.0079365079365079,0.510985177744545,0.0231582520126084,0.536584550311538,0.5991598969281137,0.510985177744545,0.0028384627953197,2.2527482502537412e-05,0.0079365079365079,0.510985177744545,0.0226718223679386,0.5357949386652212,0.4257889148284761,False,reference_anchor,0.0,
